"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"1","16_2992_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"16_2992_2","IFN3","16_2992",2,2,0,127.32,8.95,3.5,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"2","16_2992_1","IFN2","16_2992",14.12,33.49,11.27,880.96,0,105.22,33.64,0.58,5.34,4.71,7.04,446.65,306.97,139.68,0,188.75,199.9,418.05,208.6,23.48,44.51,83.81,360.4,"Nodo 3 - Pies inventariados",9.29,3.27,24.2,"16_2992_1","IFN3","16_2992",1,1,1,14.15,24.95,11,488.91,0,78.38,44.09,0.6,4.01,4.4,6.82,247.23,166.31,80.92,0,0,175.39,228.19,110.26,9.31,22.48,36.71,178.77,"Nodo 1 - Pies mayores",0.75,3
"3","16_2992_2","IFN2","16_2992",31.63,26.72,10.6,560.56,1.24,83.93,39.69,0.58,4.27,4.42,6.58,272.18,183.82,88.36,0,0,188.54,253.81,124.57,11.55,26.34,44.47,206.92,"Nodo 3 - Pies inventariados",8.92,3.6,17.8,"16_2992_3","IFN3","16_2992",3,3,2,31.83,17.05,7.5,228.32,0.69,53.56,43.99,0.62,2.8,2.84,4.4,81.61,52.95,28.65,0,0,0,73.79,38.9,2.82,9.29,12.62,63.63,"Nodo 1 - Pies mayores",.,0.5
"4","16_2992_3","IFN2","16_2992",5.09,44.4,11.5,1548.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 3 - Pies inventariados",0,0,44.4,"16_2992_4","IFN3","16_2992",4,4,3,5.09,46.75,12.5,1716.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",2.35,1
"5","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_1","IFN3","19_1047",1,1,0,14.15,23.15,8.4,420.91,4.11,72.73,36.29,0.47,3.59,4.45,5.45,164.44,109.34,55.11,0,0,86.39,151.21,79.67,7.36,18.9,29.76,135.68,"Nodo 1 - Pies mayores",.,.
"6","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_11","IFN3","19_1047",11,9,0,31.83,16.1,8,203.58,16.42,50.58,49.69,0.44,2.48,4.46,5.36,77.82,50.36,27.45,0,0,0,69.26,35.86,2.35,8.14,10.75,57.1,"Nodo 1 - Pies mayores",.,.
"7","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_15","IFN3","19_1047",15,11,0,31.83,15.25,5.6,182.65,17.68,47.91,36.72,0.46,2.39,3.04,3.65,49.47,31.63,17.84,0,0,0,42.43,25.65,1.98,7.17,9.23,44.04,"Nodo 1 - Pies mayores",.,.
"8","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_19","IFN3","19_1047",19,14,0,31.83,16.55,6.7,215.12,15.07,51.99,40.48,0.46,2.58,3.65,4.39,69.02,44.57,24.45,0,0,0,60.92,34.07,2.57,8.67,11.61,56.92,"Nodo 1 - Pies mayores",.,.
"9","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_26","IFN3","19_1047",26,18,0,14.15,24.1,9.6,456.17,2.82,75.71,39.83,0.46,3.71,5.14,6.31,202.46,135.42,67.04,0,0,96.65,187.5,94.2,8.35,20.74,33.31,156.61,"Nodo 1 - Pies mayores",.,.
"10","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_29","IFN3","19_1047",29,21,0,31.83,16.3,6.2,208.67,15.76,51.21,38.04,0.46,2.55,3.36,4.05,62.13,40.01,22.13,0,0,0,55.48,31.44,2.45,8.37,11.13,53.39,"Nodo 1 - Pies mayores",.,.
"11","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_3","IFN3","19_1047",3,3,0,31.83,15.6,6.4,191.13,17.07,49.01,41.03,0.45,2.43,3.5,4.21,58.89,37.83,21.06,0,0,0,52.39,29.22,2.13,7.56,9.84,48.75,"Nodo 1 - Pies mayores",.,.
"12","19_1047_1","IFN2","19_1047",34.71,19.11,8.03,286.81,24.16,60.03,42.03,0.36,2.85,5.11,5.88,108.73,71.24,37.49,0,0,58.99,97.03,51.65,4.03,12.11,17.38,85.17,"Nodo 3 - Pies inventariados",4.76,2.03,14.35,"19_1047_2","IFN3","19_1047",2,2,1,31.83,19.2,7.1,289.53,6.82,60.32,36.98,0.47,3,3.74,4.56,97.27,63.57,33.7,0,0,0,88.16,48.34,4.09,12.24,17.61,82.28,"Nodo 1 - Pies mayores",4.85,1.1
"13","19_1047_10","IFN2","19_1047",34.68,18.3,7.45,262.92,28.98,57.48,40.74,0.36,2.73,4.8,5.49,92.94,60.6,32.34,0,0,0,84.19,44.98,3.52,10.95,15.38,74.83,"Nodo 3 - Pies inventariados",4.7,1.95,13.6,"19_1047_13","IFN3","19_1047",13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"14","19_1047_11","IFN2","19_1047",34.75,20.31,8.01,324,15.7,63.81,39.45,0.38,3.05,4.94,5.74,122.02,80.29,41.73,0,0,66.19,108.72,58.67,4.88,13.95,20.62,98.12,"Nodo 3 - Pies inventariados",4.86,2.01,15.45,"19_1047_14","IFN3","19_1047",14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"15","19_1047_12","IFN2","19_1047",34.69,18.62,8.04,272.24,27.1,58.49,43.21,0.36,2.77,5.17,5.93,103.56,67.73,35.83,0,0,0,92.51,48.93,3.71,11.4,16.15,80.19,"Nodo 3 - Pies inventariados",4.72,2.04,13.9,"19_1047_16","IFN3","19_1047",16,12,12,31.83,17.1,7.9,229.66,14.34,53.72,46.2,0.45,2.64,4.36,5.26,86.34,56.1,30.24,0,0,0,77.27,40.42,2.84,9.36,12.73,65.34,"Nodo 1 - Pies mayores",3.2,1.9
"16","19_1047_13","IFN2","19_1047",34.72,19.4,7.44,295.6,21.12,60.95,38.33,0.37,2.92,4.65,5.37,103.82,67.97,35.85,0,0,0,93.88,50.84,4.23,12.54,18.13,85.74,"Nodo 3 - Pies inventariados",4.8,1.94,14.6,"19_1047_17","IFN3","19_1047",17,13,13,31.83,18.5,7.4,268.8,9.49,58.12,40,0.46,2.88,3.97,4.81,94.28,61.51,32.77,0,0,0,85.5,45.85,3.64,11.23,15.87,76.59,"Nodo 1 - Pies mayores",3.9,1.9
"17","19_1047_14","IFN2","19_1047",34.71,19.01,6.83,283.85,25.15,59.72,35.94,0.37,2.86,4.31,4.95,91.92,59.98,31.95,0,0,0,80.75,46.23,3.97,11.96,17.13,79.29,"Nodo 3 - Pies inventariados",4.76,1.83,14.25,"19_1047_18","IFN3","19_1047",18,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"18","19_1047_15","IFN2","19_1047",34.79,22.03,7.93,381.32,12.04,69.22,36,0.39,3.33,4.82,5.62,141.39,93.55,47.84,0,0,77.39,126.89,69.27,6.3,16.85,25.91,118.34,"Nodo 3 - Pies inventariados",4.93,1.93,17.1,"19_1047_20","IFN3","19_1047",20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"19","19_1047_16","IFN2","19_1047",34.75,20.41,8.61,327.33,14.56,64.14,42.18,0.38,3.06,5.32,6.19,132.19,87.16,45.03,0,0,68.28,121.15,62.01,4.96,14.11,20.92,102,"Nodo 3 - Pies inventariados",4.86,2.11,15.55,"19_1047_21","IFN3","19_1047",21,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"20","19_1047_17","IFN2","19_1047",38.79,23.85,8.45,446.79,7.05,74.93,35.43,0.4,3.6,5.06,5.94,175.23,116.77,58.46,0,0,91.61,160.71,85.18,8.08,20.25,32.35,145.86,"Nodo 3 - Pies inventariados",5,1.95,18.85,"19_1047_22","IFN3","19_1047",22,15,17,31.83,21.55,8.2,364.74,4.71,67.7,38.05,0.47,3.35,4.35,5.31,139.89,92.49,47.41,0,0,74.7,128.06,67.46,5.88,16,24.34,113.68,"Nodo 1 - Pies mayores",2.7,1.7
"21","19_1047_18","IFN2","19_1047",34.73,19.67,7.43,304.02,19.03,61.81,37.78,0.38,2.96,4.61,5.33,106.63,69.88,36.75,0,0,60.97,96.39,52.36,4.42,12.96,18.86,88.59,"Nodo 3 - Pies inventariados",4.82,1.93,14.85,"19_1047_23","IFN3","19_1047",23,16,18,31.83,18.8,7.1,277.59,7.74,59.06,37.77,0.47,2.94,3.76,4.57,93.4,60.95,32.45,0,0,0,81.04,46.23,3.83,11.66,16.6,78.32,"Nodo 1 - Pies mayores",3.95,1.6
"22","19_1047_19","IFN2","19_1047",34.73,19.49,9.23,298.39,20.09,61.23,47.36,0.36,2.89,5.87,6.78,129.4,85.18,44.22,0,0,63.49,117.03,58.69,4.29,12.68,18.37,94.03,"Nodo 3 - Pies inventariados",4.79,2.23,14.7,"19_1047_24","IFN3","19_1047",24,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"23","19_1047_2","IFN2","19_1047",34.72,19.23,8.04,290.44,22.15,60.41,41.8,0.37,2.87,5.08,5.86,110.15,72.2,37.94,0,0,59.62,98.35,52.37,4.11,12.29,17.69,86.45,"Nodo 3 - Pies inventariados",4.78,2.04,14.45,"19_1047_4","IFN3","19_1047",4,4,2,31.83,18.4,7,265.9,10.34,57.81,38.04,0.46,2.87,3.75,4.54,88.37,57.56,30.81,0,0,0,76.96,43.79,3.58,11.09,15.63,74.09,"Nodo 1 - Pies mayores",3.95,1
"24","19_1047_20","IFN2","19_1047",34.71,19.18,7.44,288.83,23.16,60.25,38.78,0.37,2.88,4.68,5.39,101.52,66.41,35.11,0,0,0,91.81,49.61,4.07,12.21,17.55,83.45,"Nodo 3 - Pies inventariados",4.78,1.94,14.4,"19_1047_25","IFN3","19_1047",25,17,20,31.83,18.3,6.6,263.02,11.19,57.49,36.07,0.47,2.86,3.53,4.27,82.57,53.68,28.88,0,0,0,72.98,41.75,3.52,10.95,15.39,71.61,"Nodo 1 - Pies mayores",3.9,1.1
"25","19_1047_21","IFN2","19_1047",34.74,19.98,8.62,313.49,17.94,62.77,43.12,0.37,2.98,5.39,6.25,126.86,83.52,43.34,0,0,65.54,116.31,59.26,4.63,13.42,19.69,97.01,"Nodo 3 - Pies inventariados",4.83,2.12,15.15,"19_1047_27","IFN3","19_1047",27,19,21,31.83,18.6,7.6,271.72,8.62,58.43,40.86,0.46,2.89,4.07,4.95,97.78,63.86,33.92,0,0,0,88.1,47.14,3.7,11.37,16.11,78.33,"Nodo 1 - Pies mayores",3.45,1.1
"26","19_1047_22","IFN2","19_1047",60.66,25.23,9.55,500.07,4.02,79.27,37.86,0.4,3.79,5.73,6.75,220.19,147.75,72.45,0,0,168.21,203.17,103.51,9.65,23.08,37.89,174.12,"Nodo 3 - Pies inventariados",5.03,2.05,20.2,"19_1047_28","IFN3","19_1047",28,20,22,14.15,27,9,572.56,2.01,84.82,33.33,0.47,4.18,4.76,5.85,236.68,159.35,77.33,0,0,179.07,220.21,115.11,11.94,27,45.81,199.85,"Nodo 1 - Pies mayores",6.8,1.5
"27","19_1047_23","IFN2","19_1047",34.75,20.25,8.01,322.11,16.82,63.62,39.55,0.38,3.04,4.96,5.75,121.26,79.78,41.49,0,0,65.94,108.01,58.29,4.84,13.85,20.45,97.43,"Nodo 3 - Pies inventariados",4.85,2.01,15.4,"19_1047_30","IFN3","19_1047",30,22,23,31.83,17.75,6.9,247.45,12.03,55.76,38.87,0.46,2.77,3.72,4.49,81.3,52.8,28.5,0,0,0,71.02,40.23,3.2,10.2,14.13,67.76,"Nodo 1 - Pies mayores",2.35,0.9
"28","19_1047_24","IFN2","19_1047",26.98,30.93,9.33,751.13,0,97.15,30.15,0.41,4.67,5.49,6.5,318.37,216.6,101.77,0,0,194.59,295.43,156.78,18.28,36.99,67.02,279.08,"Nodo 3 - Pies inventariados",5.18,1.83,25.75,"19_1047_31","IFN3","19_1047",31,23,24,14.15,29.9,8.7,702.15,1.02,93.93,29.1,0.48,4.65,4.56,5.61,278.78,188.9,89.88,0,0,123.24,253.58,139.87,16.44,34.21,60.98,251.5,"Nodo 1 - Pies mayores",4.15,1.2
"29","19_1047_25","IFN2","19_1047",137.8,15.36,8.3,185.3,31.57,48.26,54.04,0.34,2.27,5.44,6.2,73.67,47.57,26.11,0,0,0,65.26,33.21,2.03,7.3,9.42,51.96,"Nodo 3 - Pies inventariados",4.56,2.3,10.8,"19_1047_32","IFN3","19_1047",32,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"30","19_1047_26","IFN2","19_1047",26.98,30.69,7.63,739.57,2.03,96.4,24.87,0.42,4.69,4.43,5.24,257.92,174.55,83.37,0,0,118.51,233.1,136.27,17.84,36.33,65.58,256.03,"Nodo 3 - Pies inventariados",5.19,1.63,25.5,"19_1047_33","IFN3","19_1047",33,24,26,14.15,30.3,8.8,721.07,0,95.19,29.04,0.48,4.71,4.6,5.66,289.23,196.22,93.01,0,0,123.53,268.1,144.87,17.14,35.28,63.29,260.59,"Nodo 1 - Pies mayores",4.8,2.8
"31","19_1047_27","IFN2","19_1047",34.62,17.22,9.94,232.84,30.76,54.09,57.73,0.34,2.51,6.6,7.54,109.49,71.57,37.92,0,0,0,100.57,47.26,2.91,9.51,12.97,72.65,"Nodo 3 - Pies inventariados",4.62,2.44,12.6,"19_1047_34","IFN3","19_1047",34,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"32","19_1047_3","IFN2","19_1047",34.69,18.51,8.05,268.97,28.04,58.14,43.48,0.35,2.75,5.19,5.95,102.36,66.92,35.45,0,0,0,91.45,48.31,3.64,11.24,15.88,79.08,"Nodo 3 - Pies inventariados",4.71,2.05,13.8,"19_1047_5","IFN3","19_1047",5,5,3,31.83,17.35,7,236.42,13.59,54.51,40.35,0.46,2.7,3.8,4.59,78.9,51.18,27.72,0,0,0,68.71,38.68,2.98,9.68,13.25,64.58,"Nodo 1 - Pies mayores",3.55,1
"33","19_1047_4","IFN2","19_1047",34.66,17.93,7.47,252.37,29.89,56.31,41.69,0.35,2.67,4.82,5.51,89.56,58.32,31.25,0,0,0,80.77,43.15,3.3,10.44,14.52,71.41,"Nodo 3 - Pies inventariados",4.68,1.97,13.25,"19_1047_6","IFN3","19_1047",6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"34","19_1047_5","IFN2","19_1047",137.77,15.28,8.29,183.46,34.12,48.01,54.21,0.34,2.25,5.47,6.23,72.83,47,25.83,0,0,0,64.43,32.82,2,7.21,9.29,51.32,"Nodo 3 - Pies inventariados",4.53,2.29,10.75,"19_1047_7","IFN3","19_1047",7,6,5,31.83,13.55,6.6,144.2,18.26,42.57,48.71,0.45,2.11,3.64,4.37,46.24,29.43,16.81,0,0,0,40.87,22.11,1.37,5.45,6.63,35.56,"Nodo 1 - Pies mayores",2.8,0.6
"35","19_1047_6","IFN2","19_1047",34.7,18.78,8.64,276.87,26.14,58.98,46.01,0.35,2.78,5.57,6.4,112.84,73.97,38.87,0,0,58.15,102.89,52.05,3.81,11.62,16.54,84.03,"Nodo 3 - Pies inventariados",4.73,2.14,14.05,"19_1047_8","IFN3","19_1047",8,7,6,31.83,17.6,7.5,243.28,12.82,55.29,42.61,0.45,2.73,4.09,4.94,86.76,56.42,30.34,0,0,0,78.45,41.6,3.11,10,13.8,68.51,"Nodo 1 - Pies mayores",3.55,1
"36","19_1047_7","IFN2","19_1047",34.77,20.89,8.59,342.62,13.37,65.62,41.11,0.38,3.13,5.28,6.15,137.77,90.98,46.79,0,0,71.35,126,64.96,5.33,14.88,22.3,107.47,"Nodo 3 - Pies inventariados",4.89,2.09,16,"19_1047_9","IFN3","19_1047",9,8,7,31.83,19.5,8.1,298.65,5.87,61.26,41.54,0.47,3.03,4.31,5.26,113.99,74.81,39.18,0,0,61.42,101.56,54.19,4.29,12.69,18.39,89.57,"Nodo 1 - Pies mayores",3.5,1.6
"37","19_1047_8","IFN2","19_1047",38.77,22.65,8.5,403.03,10.48,71.17,37.51,0.39,3.41,5.16,6.03,159.47,105.89,53.58,0,0,83.18,145.77,76.63,6.88,17.97,28,129.47,"Nodo 3 - Pies inventariados",4.95,2,17.7,"19_1047_10","IFN3","19_1047",10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"38","19_1047_9","IFN2","19_1047",38.78,23.55,7.29,435.55,8.79,73.98,30.94,0.41,3.59,4.33,5.08,147.93,98.14,49.79,0,0,85.76,134.28,75.65,7.77,19.66,31.22,134.3,"Nodo 3 - Pies inventariados",5,1.79,18.55,"19_1047_12","IFN3","19_1047",12,10,9,14.15,24.05,7.1,454.28,3.47,75.56,29.52,0.48,3.77,3.68,4.51,150.2,99.74,50.46,0,0,88.58,136.13,77.84,8.3,20.64,33.12,139.89,"Nodo 1 - Pies mayores",5.5,1.6
"39","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_12","IFN3","19_1051",12,10,0,14.15,29.1,10.3,665.08,0,91.42,35.4,0.48,4.49,5.37,6.69,311.98,211.84,100.14,0,0,211.24,292.12,146.59,15.1,32.12,56.51,250.33,"Nodo 1 - Pies mayores",.,.
"40","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_13","IFN3","19_1051",13,11,0,14.15,23.95,9.3,450.51,3.26,75.24,38.83,0.48,3.71,4.85,6.02,193.93,129.56,64.37,0,0,94.64,179.56,91.16,8.19,20.44,32.73,152.52,"Nodo 1 - Pies mayores",.,.
"41","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_15","IFN3","19_1051",15,13,0,14.15,27.05,9.4,574.68,1.75,84.98,34.75,0.48,4.2,4.88,6.07,247.83,167.05,80.78,0,0,181.83,229.55,118.71,12.01,27.12,46.04,203.87,"Nodo 1 - Pies mayores",.,.
"42","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_3","IFN3","19_1051",3,2,0,31.83,15.15,5.8,180.27,15,47.6,38.28,0.47,2.39,3.05,3.71,50.55,32.33,18.22,0,0,0,43.01,25.85,1.94,7.07,9.06,43.92,"Nodo 1 - Pies mayores",.,.
"43","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_8","IFN3","19_1051",8,7,0,31.83,12.75,4.4,127.68,15.57,40.06,34.51,0.48,2.03,2.27,2.76,27.68,17.37,10.3,0,0,0,22.88,15.13,1.13,4.74,5.59,26.58,"Nodo 1 - Pies mayores",.,.
"44","19_1051_1","IFN2","19_1051",35.92,18.51,7.11,269.14,24.2,58.16,38.41,0.4,2.82,4.25,4.96,90.79,59.18,31.61,0,0,0,78.85,44.79,3.65,11.25,15.9,75.58,"Nodo 3 - Pies inventariados",5.36,2.11,13.15,"19_1051_1","IFN3","19_1051",1,1,1,31.83,18.85,6,279.07,14.11,59.22,31.83,0.48,2.97,3.15,3.84,79.65,51.78,27.87,0,0,0,71.19,41.9,3.86,11.73,16.72,74.22,"Nodo 1 - Pies mayores",5.7,1
"45","19_1051_10","IFN2","19_1051",36.03,20.54,7.62,331.25,18.54,64.52,37.12,0.41,3.13,4.49,5.27,118.72,78.09,40.63,0,0,66.65,107.21,58.24,5.05,14.31,21.27,98.87,"Nodo 3 - Pies inventariados",5.49,2.12,15.05,"19_1051_14","IFN3","19_1051",14,12,10,31.83,20.9,7.7,343.07,7.44,65.66,36.84,0.48,3.27,4.01,4.94,124.01,81.69,42.32,0,0,69.19,111.3,60.81,5.34,14.9,22.34,103.4,"Nodo 1 - Pies mayores",5.85,2.2
"46","19_1051_11","IFN2","19_1051",36.02,20.41,8.24,327.3,19.74,64.13,40.36,0.4,3.09,4.91,5.76,126.6,83.39,43.21,0,0,67.45,116.33,60.33,4.96,14.11,20.91,100.32,"Nodo 3 - Pies inventariados",5.46,2.24,14.95,"19_1051_16","IFN3","19_1051",16,14,11,31.83,19.7,7.7,304.81,8.54,61.89,39.09,0.48,3.08,4.03,4.96,110.64,72.58,38.07,0,0,61.73,99.3,53.67,4.43,12.99,18.93,90.02,"Nodo 1 - Pies mayores",4.75,1.7
"47","19_1051_12","IFN2","19_1051",25.48,29.61,9.02,688.76,0,93.03,30.47,0.45,4.54,4.99,6.01,283.57,192.18,91.38,0,0,197.01,262.34,140.17,15.95,33.45,59.35,248.93,"Nodo 3 - Pies inventariados",5.86,2.02,23.75,"19_1051_17","IFN3","19_1051",17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"48","19_1051_13","IFN2","19_1051",35.97,19.4,7.67,295.62,23.14,60.95,39.55,0.4,2.94,4.6,5.38,107.06,70.14,36.91,0,0,59.86,96.48,51.84,4.23,12.54,18.13,86.74,"Nodo 3 - Pies inventariados",5.4,2.17,14,"19_1051_18","IFN3","19_1051",18,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"49","19_1051_14","IFN2","19_1051",38.6,25.02,8.03,491.56,6.59,78.59,32.12,0.44,3.85,4.52,5.39,182.88,122.13,60.74,0,0,99.22,168.17,91.33,9.39,22.62,36.99,160.33,"Nodo 3 - Pies inventariados",5.72,2.03,19.3,"19_1051_19","IFN3","19_1051",19,15,14,14.15,23.35,7.9,428.22,4.52,73.36,33.83,0.49,3.66,4.06,5.03,157.47,104.61,52.86,0,0,86.37,140.93,78.11,7.56,19.28,30.48,135.43,"Nodo 1 - Pies mayores",4.05,1.9
"50","19_1051_15","IFN2","19_1051",36.09,22.18,8.16,386.39,13.33,69.68,36.79,0.42,3.38,4.73,5.59,147.21,97.51,49.7,0,0,78.97,135.19,71.49,6.44,17.11,26.39,121.42,"Nodo 3 - Pies inventariados",5.58,2.16,16.6,"19_1051_20","IFN3","19_1051",20,16,15,31.83,19.4,7,295.59,9.51,60.95,36.08,0.48,3.04,3.64,4.47,97.87,63.99,33.89,0,0,0,85.23,48.98,4.23,12.54,18.13,83.87,"Nodo 1 - Pies mayores",2.8,1
"51","19_1051_16","IFN2","19_1051",36.07,21.6,8.19,366.4,14.72,67.86,37.92,0.42,3.29,4.78,5.64,140.35,92.8,47.55,0,0,75.12,129.27,67.73,5.92,16.09,24.5,114.24,"Nodo 3 - Pies inventariados",5.55,2.19,16.05,"19_1051_21","IFN3","19_1051",21,17,16,31.83,21.2,6.8,352.99,6.32,66.6,32.08,0.49,3.34,3.47,4.29,112.9,74.23,38.67,0,0,68.39,99.46,58.04,5.58,15.41,23.25,102.28,"Nodo 1 - Pies mayores",5.15,0.8
"52","19_1051_17","IFN2","19_1051",36,19.93,8.89,311.86,20.92,62.6,44.59,0.4,3,5.36,6.28,130.09,85.69,44.4,0,0,65.71,118.31,60.07,4.6,13.34,19.54,97.55,"Nodo 3 - Pies inventariados",5.43,2.39,14.5,"19_1051_22","IFN3","19_1051",22,18,17,31.83,19.2,8,289.53,11.38,60.32,41.67,0.47,2.98,4.26,5.22,109.29,71.63,37.67,0,0,59.42,97.28,52.04,4.09,12.24,17.61,85.98,"Nodo 1 - Pies mayores",4.7,1.5
"53","19_1051_18","IFN2","19_1051",35.99,19.73,7.04,305.81,22.04,61.99,35.66,0.41,3.01,4.17,4.88,101.63,66.53,35.1,0,0,0,88.78,50.93,4.46,13.04,19.01,87.45,"Nodo 3 - Pies inventariados",5.43,2.04,14.3,"19_1051_23","IFN3","19_1051",23,19,18,31.83,18.95,5.6,282.04,13.21,59.53,29.55,0.48,3,2.91,3.55,75.23,48.84,26.39,0,0,0,64.52,40.6,3.93,11.88,16.97,73.38,"Nodo 1 - Pies mayores",4.65,0.6
"54","19_1051_2","IFN2","19_1051",38.55,22.72,8.15,405.38,10.36,71.37,35.86,0.43,3.48,4.66,5.54,153.92,102.12,51.79,0,0,82.56,141.16,75.13,6.94,18.09,28.23,128.38,"Nodo 3 - Pies inventariados",5.62,2.15,17.1,"19_1051_2","IFN3","19_1051",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"55","19_1051_3","IFN2","19_1051",38.59,24.84,8.63,484.75,8.49,78.05,34.73,0.43,3.79,4.93,5.87,193.46,129.36,64.11,0,0,99.68,176.26,94.05,9.19,22.26,36.27,161.77,"Nodo 3 - Pies inventariados",5.69,2.13,19.15,"19_1051_4","IFN3","19_1051",4,3,3,14.15,23.6,6.8,437.44,3.9,74.14,28.81,0.5,3.73,3.43,4.25,138.85,91.98,46.87,0,0,84.11,122.32,72.82,7.82,19.76,31.41,131.8,"Nodo 1 - Pies mayores",4.45,0.3
