"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","n_descorches","w_descorchado","v_descorchado","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"1","16_2992_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"16_2992_2","IFN3","16_2992",2,2,0,127.32,8.95,3.5,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"2","16_2992_1","IFN2","16_2992",14.12,33.49,11.27,880.96,0,105.22,33.64,0.58,5.34,4.71,7.04,446.65,306.97,139.68,0,188.75,199.9,418.05,208.6,23.48,44.51,83.81,360.4,0,0,0,"Nodo 3 - Pies inventariados",9.29,3.27,24.2,"16_2992_1","IFN3","16_2992",1,1,1,14.15,24.95,11,488.91,0,78.38,44.09,0.6,4.01,4.4,6.82,247.23,166.31,80.92,0,0,175.39,228.19,110.26,9.31,22.48,36.71,178.77,"Nodo 1 - Pies mayores",0.75,3
"3","16_2992_2","IFN2","16_2992",31.63,26.72,10.6,560.56,1.24,83.93,39.69,0.58,4.27,4.42,6.58,272.18,183.82,88.36,0,0,188.54,253.81,124.57,11.55,26.34,44.47,206.92,0,0,0,"Nodo 3 - Pies inventariados",8.92,3.6,17.8,"16_2992_3","IFN3","16_2992",3,3,2,31.83,17.05,7.5,228.32,0.69,53.56,43.99,0.62,2.8,2.84,4.4,81.61,52.95,28.65,0,0,0,73.79,38.9,2.82,9.29,12.62,63.63,"Nodo 1 - Pies mayores",.,0.5
"4","16_2992_3","IFN2","16_2992",5.09,44.4,11.5,1548.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 3 - Pies inventariados",0,0,44.4,"16_2992_4","IFN3","16_2992",4,4,3,5.09,46.75,12.5,1716.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",2.35,1
"5","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_1","IFN3","19_1047",1,1,0,14.15,23.15,8.4,420.91,4.11,72.73,36.29,0.47,3.59,4.45,5.45,164.44,109.34,55.11,0,0,86.39,151.21,79.67,7.36,18.9,29.76,135.68,"Nodo 1 - Pies mayores",.,.
"6","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_11","IFN3","19_1047",11,9,0,31.83,16.1,8,203.58,16.42,50.58,49.69,0.44,2.48,4.46,5.36,77.82,50.36,27.45,0,0,0,69.26,35.86,2.35,8.14,10.75,57.1,"Nodo 1 - Pies mayores",.,.
"7","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_15","IFN3","19_1047",15,11,0,31.83,15.25,5.6,182.65,17.68,47.91,36.72,0.46,2.39,3.04,3.65,49.47,31.63,17.84,0,0,0,42.43,25.65,1.98,7.17,9.23,44.04,"Nodo 1 - Pies mayores",.,.
"8","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_19","IFN3","19_1047",19,14,0,31.83,16.55,6.7,215.12,15.07,51.99,40.48,0.46,2.58,3.65,4.39,69.02,44.57,24.45,0,0,0,60.92,34.07,2.57,8.67,11.61,56.92,"Nodo 1 - Pies mayores",.,.
"9","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_26","IFN3","19_1047",26,18,0,14.15,24.1,9.6,456.17,2.82,75.71,39.83,0.46,3.71,5.14,6.31,202.46,135.42,67.04,0,0,96.65,187.5,94.2,8.35,20.74,33.31,156.61,"Nodo 1 - Pies mayores",.,.
"10","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_29","IFN3","19_1047",29,21,0,31.83,16.3,6.2,208.67,15.76,51.21,38.04,0.46,2.55,3.36,4.05,62.13,40.01,22.13,0,0,0,55.48,31.44,2.45,8.37,11.13,53.39,"Nodo 1 - Pies mayores",.,.
"11","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_3","IFN3","19_1047",3,3,0,31.83,15.6,6.4,191.13,17.07,49.01,41.03,0.45,2.43,3.5,4.21,58.89,37.83,21.06,0,0,0,52.39,29.22,2.13,7.56,9.84,48.75,"Nodo 1 - Pies mayores",.,.
"12","19_1047_1","IFN2","19_1047",31.71,19.18,8.07,289.01,18.98,60.26,42.09,0.39,2.9,4.9,5.71,110.08,72.16,37.93,0,0,59.45,97.88,52.24,4.08,12.22,17.57,86.1,0,0,0,"Nodo 3 - Pies inventariados",4.83,2.07,14.35,"19_1047_2","IFN3","19_1047",2,2,1,31.83,19.2,7.1,289.53,6.82,60.32,36.98,0.47,3,3.74,4.56,97.27,63.57,33.7,0,0,0,88.16,48.34,4.09,12.24,17.61,82.28,"Nodo 1 - Pies mayores",4.85,1.1
"13","19_1047_10","IFN2","19_1047",31.68,18.37,7.49,265.09,23.41,57.72,40.78,0.39,2.77,4.59,5.33,94.17,61.42,32.74,0,0,0,85.09,45.53,3.56,11.05,15.56,75.7,0,0,0,"Nodo 3 - Pies inventariados",4.77,1.99,13.6,"19_1047_13","IFN3","19_1047",13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"14","19_1047_11","IFN2","19_1047",31.75,20.38,8.05,326.22,11.19,64.03,39.51,0.41,3.1,4.73,5.57,123.41,81.23,42.18,0,0,66.8,110.31,59.28,4.93,14.06,20.82,99.09,0,0,0,"Nodo 3 - Pies inventariados",4.93,2.05,15.45,"19_1047_14","IFN3","19_1047",14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"15","19_1047_12","IFN2","19_1047",31.69,18.69,8.09,274.43,21.68,58.72,43.26,0.39,2.81,4.96,5.76,104.89,68.63,36.26,0,0,0,93.37,49.5,3.76,11.5,16.34,81.11,0,0,0,"Nodo 3 - Pies inventariados",4.79,2.09,13.9,"19_1047_16","IFN3","19_1047",16,12,12,31.83,17.1,7.9,229.66,14.34,53.72,46.2,0.45,2.64,4.36,5.26,86.34,56.1,30.24,0,0,0,77.27,40.42,2.84,9.36,12.73,65.34,"Nodo 1 - Pies mayores",3.2,1.9
"16","19_1047_13","IFN2","19_1047",31.72,19.47,7.47,297.79,16.18,61.17,38.38,0.4,2.96,4.45,5.21,105.08,68.82,36.26,0,0,0,94.77,51.4,4.28,12.65,18.32,86.64,0,0,0,"Nodo 3 - Pies inventariados",4.87,1.97,14.6,"19_1047_17","IFN3","19_1047",17,13,13,31.83,18.5,7.4,268.8,9.49,58.12,40,0.46,2.88,3.97,4.81,94.28,61.51,32.77,0,0,0,85.5,45.85,3.64,11.23,15.87,76.59,"Nodo 1 - Pies mayores",3.9,1.9
"17","19_1047_14","IFN2","19_1047",31.71,19.08,6.87,286.07,19.89,59.96,35.99,0.4,2.91,4.12,4.8,93.08,60.75,32.32,0,0,0,81.55,46.76,4.01,12.07,17.32,80.16,0,0,0,"Nodo 3 - Pies inventariados",4.83,1.87,14.25,"19_1047_18","IFN3","19_1047",18,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"18","19_1047_15","IFN2","19_1047",31.78,22.1,7.97,383.7,7.83,69.44,36.06,0.42,3.38,4.62,5.46,142.86,94.56,48.31,0,0,77.84,127.72,69.93,6.37,16.97,26.13,119.4,0,0,0,"Nodo 3 - Pies inventariados",5,1.97,17.1,"19_1047_20","IFN3","19_1047",20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"19","19_1047_16","IFN2","19_1047",31.75,20.48,8.65,329.53,10.14,64.35,42.24,0.41,3.1,5.1,6.01,133.68,88.17,45.5,0,0,68.71,122.03,62.64,5.01,14.22,21.11,102.99,0,0,0,"Nodo 3 - Pies inventariados",4.93,2.15,15.55,"19_1047_21","IFN3","19_1047",21,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"20","19_1047_17","IFN2","19_1047",31.8,23.92,8.49,449.31,3.72,75.14,35.48,0.43,3.65,4.86,5.78,176.9,117.92,58.98,0,0,92.27,161.57,85.91,8.16,20.38,32.61,147.05,0,0,0,"Nodo 3 - Pies inventariados",5.07,1.99,18.85,"19_1047_22","IFN3","19_1047",22,15,17,31.83,21.55,8.2,364.74,4.71,67.7,38.05,0.47,3.35,4.35,5.31,139.89,92.49,47.41,0,0,74.7,128.06,67.46,5.88,16,24.34,113.68,"Nodo 1 - Pies mayores",2.7,1.7
"21","19_1047_18","IFN2","19_1047",31.73,19.75,7.47,306.22,14.25,62.03,37.83,0.41,3.01,4.42,5.18,107.89,70.73,37.16,0,0,61.45,97.27,52.93,4.47,13.06,19.05,89.51,0,0,0,"Nodo 3 - Pies inventariados",4.9,1.97,14.85,"19_1047_23","IFN3","19_1047",23,16,18,31.83,18.8,7.1,277.59,7.74,59.06,37.77,0.47,2.94,3.76,4.57,93.4,60.95,32.45,0,0,0,81.04,46.23,3.83,11.66,16.6,78.32,"Nodo 1 - Pies mayores",3.95,1.6
"22","19_1047_19","IFN2","19_1047",31.72,19.56,9.28,300.56,15.23,61.46,47.43,0.39,2.94,5.63,6.59,130.95,86.24,44.72,0,0,64.09,117.88,59.33,4.34,12.78,18.56,95.01,0,0,0,"Nodo 3 - Pies inventariados",4.86,2.28,14.7,"19_1047_24","IFN3","19_1047",24,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"23","19_1047_2","IFN2","19_1047",31.72,19.3,8.08,292.62,17.12,60.64,41.86,0.4,2.92,4.87,5.69,111.5,73.12,38.38,0,0,60.22,99.19,52.95,4.16,12.39,17.87,87.38,0,0,0,"Nodo 3 - Pies inventariados",4.85,2.08,14.45,"19_1047_4","IFN3","19_1047",4,4,2,31.83,18.4,7,265.9,10.34,57.81,38.04,0.46,2.87,3.75,4.54,88.37,57.56,30.81,0,0,0,76.96,43.79,3.58,11.09,15.63,74.09,"Nodo 1 - Pies mayores",3.95,1
"24","19_1047_20","IFN2","19_1047",31.71,19.25,7.47,291.03,18.05,60.47,38.83,0.4,2.92,4.49,5.24,102.78,67.26,35.52,0,0,0,92.7,50.17,4.12,12.32,17.74,84.35,0,0,0,"Nodo 3 - Pies inventariados",4.85,1.97,14.4,"19_1047_25","IFN3","19_1047",25,17,20,31.83,18.3,6.6,263.02,11.19,57.49,36.07,0.47,2.86,3.53,4.27,82.57,53.68,28.88,0,0,0,72.98,41.75,3.52,10.95,15.39,71.61,"Nodo 1 - Pies mayores",3.9,1.1
"25","19_1047_21","IFN2","19_1047",31.74,20.05,8.66,315.7,13.25,62.99,43.18,0.4,3.03,5.17,6.07,128.34,84.53,43.82,0,0,65.97,117.22,59.88,4.69,13.53,19.88,97.99,0,0,0,"Nodo 3 - Pies inventariados",4.9,2.16,15.15,"19_1047_27","IFN3","19_1047",27,19,21,31.83,18.6,7.6,271.72,8.62,58.43,40.86,0.46,2.89,4.07,4.95,97.78,63.86,33.92,0,0,0,88.1,47.14,3.7,11.37,16.11,78.33,"Nodo 1 - Pies mayores",3.45,1.1
"26","19_1047_22","IFN2","19_1047",31.81,25.3,9.59,502.62,2.12,79.47,37.9,0.42,3.84,5.53,6.59,222.06,149.04,73.02,0,0,169.3,205.47,104.3,9.73,23.21,38.16,175.4,0,0,0,"Nodo 3 - Pies inventariados",5.1,2.09,20.2,"19_1047_28","IFN3","19_1047",28,20,22,14.15,27,9,572.56,2.01,84.82,33.33,0.47,4.18,4.76,5.85,236.68,159.35,77.33,0,0,179.07,220.21,115.11,11.94,27,45.81,199.85,"Nodo 1 - Pies mayores",6.8,1.5
"27","19_1047_23","IFN2","19_1047",31.74,20.32,8.05,324.34,12.22,63.84,39.6,0.41,3.09,4.75,5.58,122.66,80.72,41.94,0,0,66.39,109.6,58.9,4.89,13.97,20.65,98.4,0,0,0,"Nodo 3 - Pies inventariados",4.92,2.05,15.4,"19_1047_30","IFN3","19_1047",30,22,23,31.83,17.75,6.9,247.45,12.03,55.76,38.87,0.46,2.77,3.72,4.49,81.3,52.8,28.5,0,0,0,71.02,40.23,3.2,10.2,14.13,67.76,"Nodo 1 - Pies mayores",2.35,0.9
"28","19_1047_24","IFN2","19_1047",14.15,30.99,9.35,754.24,0,97.36,30.17,0.43,4.72,5.33,6.37,320.44,218.05,102.38,0,0,193.43,295.52,157.72,18.4,37.17,67.41,280.7,0,0,0,"Nodo 3 - Pies inventariados",5.24,1.85,25.75,"19_1047_31","IFN3","19_1047",31,23,24,14.15,29.9,8.7,702.15,1.02,93.93,29.1,0.48,4.65,4.56,5.61,278.78,188.9,89.88,0,0,123.24,253.58,139.87,16.44,34.21,60.98,251.5,"Nodo 1 - Pies mayores",4.15,1.2
"29","19_1047_25","IFN2","19_1047",125.95,15.43,8.35,187.1,25.8,48.49,54.12,0.37,2.31,5.22,6.04,74.82,48.33,26.49,0,0,0,66.04,33.68,2.06,7.38,9.55,52.67,0,0,0,"Nodo 3 - Pies inventariados",4.63,2.35,10.8,"19_1047_32","IFN3","19_1047",32,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"30","19_1047_26","IFN2","19_1047",14.15,30.75,7.65,742.74,1.07,96.61,24.89,0.44,4.74,4.29,5.11,259.69,175.78,83.9,0,0,117.76,233.61,137.13,17.96,36.51,65.98,257.58,0,0,0,"Nodo 3 - Pies inventariados",5.25,1.65,25.5,"19_1047_33","IFN3","19_1047",33,24,26,14.15,30.3,8.8,721.07,0,95.19,29.04,0.48,4.71,4.6,5.66,289.23,196.22,93.01,0,0,123.53,268.1,144.87,17.14,35.28,63.29,260.59,"Nodo 1 - Pies mayores",4.8,2.8
"31","19_1047_27","IFN2","19_1047",31.63,17.29,10,234.87,25.06,54.33,57.8,0.37,2.55,6.35,7.34,111.02,72.6,38.42,0,0,0,102.4,47.87,2.94,9.6,13.13,73.55,0,0,0,"Nodo 3 - Pies inventariados",4.69,2.5,12.6,"19_1047_34","IFN3","19_1047",34,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"32","19_1047_3","IFN2","19_1047",31.69,18.58,8.09,271.15,22.55,58.37,43.53,0.38,2.79,4.98,5.78,103.7,67.82,35.88,0,0,0,92.31,48.88,3.69,11.35,16.06,79.98,0,0,0,"Nodo 3 - Pies inventariados",4.78,2.09,13.8,"19_1047_5","IFN3","19_1047",5,5,3,31.83,17.35,7,236.42,13.59,54.51,40.35,0.46,2.7,3.8,4.59,78.9,51.18,27.72,0,0,0,68.71,38.68,2.98,9.68,13.25,64.58,"Nodo 1 - Pies mayores",3.55,1
"33","19_1047_4","IFN2","19_1047",31.67,18,7.51,254.5,24.25,56.55,41.74,0.38,2.72,4.62,5.35,90.77,59.13,31.64,0,0,0,82.18,43.68,3.34,10.54,14.7,72.26,0,0,0,"Nodo 3 - Pies inventariados",4.75,2.01,13.25,"19_1047_6","IFN3","19_1047",6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"34","19_1047_5","IFN2","19_1047",125.92,15.36,8.34,185.27,28.16,48.25,54.29,0.37,2.29,5.26,6.06,73.98,47.77,26.21,0,0,0,65.23,33.3,2.03,7.29,9.42,52.04,0,0,0,"Nodo 3 - Pies inventariados",4.61,2.34,10.75,"19_1047_7","IFN3","19_1047",7,6,5,31.83,13.55,6.6,144.2,18.26,42.57,48.71,0.45,2.11,3.64,4.37,46.24,29.43,16.81,0,0,0,40.87,22.11,1.37,5.45,6.63,35.56,"Nodo 1 - Pies mayores",2.8,0.6
"35","19_1047_6","IFN2","19_1047",31.7,18.85,8.68,279.05,20.8,59.22,46.07,0.38,2.83,5.35,6.22,114.28,74.94,39.34,0,0,58.59,104.61,52.66,3.86,11.73,16.72,84.97,0,0,0,"Nodo 3 - Pies inventariados",4.8,2.18,14.05,"19_1047_8","IFN3","19_1047",8,7,6,31.83,17.6,7.5,243.28,12.82,55.29,42.61,0.45,2.73,4.09,4.94,86.76,56.42,30.34,0,0,0,78.45,41.6,3.11,10,13.8,68.51,"Nodo 1 - Pies mayores",3.55,1
"36","19_1047_7","IFN2","19_1047",31.76,20.95,8.63,344.87,9.05,65.83,41.17,0.41,3.18,5.06,5.98,139.29,92.01,47.27,0,0,71.77,126.88,65.61,5.38,15,22.5,108.49,0,0,0,"Nodo 3 - Pies inventariados",4.95,2.13,16,"19_1047_9","IFN3","19_1047",9,8,7,31.83,19.5,8.1,298.65,5.87,61.26,41.54,0.47,3.03,4.31,5.26,113.99,74.81,39.18,0,0,61.42,101.56,54.19,4.29,12.69,18.39,89.57,"Nodo 1 - Pies mayores",3.5,1.6
"37","19_1047_8","IFN2","19_1047",31.79,22.72,8.53,405.45,6.54,71.38,37.56,0.42,3.46,4.95,5.86,161.08,107,54.08,0,0,83.61,147.73,77.33,6.94,18.09,28.24,130.6,0,0,0,"Nodo 3 - Pies inventariados",5.02,2.03,17.7,"19_1047_10","IFN3","19_1047",10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"38","19_1047_9","IFN2","19_1047",31.8,23.62,7.32,438.07,5.15,74.2,30.98,0.43,3.64,4.15,4.93,149.37,99.13,50.24,0,0,86.25,135.18,76.31,7.84,19.79,31.47,135.41,0,0,0,"Nodo 3 - Pies inventariados",5.07,1.82,18.55,"19_1047_12","IFN3","19_1047",12,10,9,14.15,24.05,7.1,454.28,3.47,75.56,29.52,0.48,3.77,3.68,4.51,150.2,99.74,50.46,0,0,88.58,136.13,77.84,8.3,20.64,33.12,139.89,"Nodo 1 - Pies mayores",5.5,1.6
"39","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_12","IFN3","19_1051",12,10,0,14.15,29.1,10.3,665.08,0,91.42,35.4,0.48,4.49,5.37,6.69,311.98,211.84,100.14,0,0,211.24,292.12,146.59,15.1,32.12,56.51,250.33,"Nodo 1 - Pies mayores",.,.
"40","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_13","IFN3","19_1051",13,11,0,14.15,23.95,9.3,450.51,3.26,75.24,38.83,0.48,3.71,4.85,6.02,193.93,129.56,64.37,0,0,94.64,179.56,91.16,8.19,20.44,32.73,152.52,"Nodo 1 - Pies mayores",.,.
"41","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_15","IFN3","19_1051",15,13,0,14.15,27.05,9.4,574.68,1.75,84.98,34.75,0.48,4.2,4.88,6.07,247.83,167.05,80.78,0,0,181.83,229.55,118.71,12.01,27.12,46.04,203.87,"Nodo 1 - Pies mayores",.,.
"42","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_3","IFN3","19_1051",3,2,0,31.83,15.15,5.8,180.27,15,47.6,38.28,0.47,2.39,3.05,3.71,50.55,32.33,18.22,0,0,0,43.01,25.85,1.94,7.07,9.06,43.92,"Nodo 1 - Pies mayores",.,.
"43","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_8","IFN3","19_1051",8,7,0,31.83,12.75,4.4,127.68,15.57,40.06,34.51,0.48,2.03,2.27,2.76,27.68,17.37,10.3,0,0,0,22.88,15.13,1.13,4.74,5.59,26.58,"Nodo 1 - Pies mayores",.,.
"44","19_1051_1","IFN2","19_1051",31.6,18.61,7.16,271.98,19.01,58.46,38.47,0.43,2.87,4.05,4.82,92.32,60.21,32.11,0,0,0,83.7,45.48,3.71,11.39,16.13,76.71,0,0,0,"Nodo 3 - Pies inventariados",5.46,2.16,13.15,"19_1051_1","IFN3","19_1051",1,1,1,31.83,18.85,6,279.07,14.11,59.22,31.83,0.48,2.97,3.15,3.84,79.65,51.78,27.87,0,0,0,71.19,41.9,3.86,11.73,16.72,74.22,"Nodo 1 - Pies mayores",5.7,1
"45","19_1051_10","IFN2","19_1051",31.69,20.63,7.67,334.32,13.98,64.82,37.18,0.44,3.18,4.28,5.12,120.5,79.3,41.2,0,0,67.37,108.57,59.03,5.13,14.46,21.54,100.17,0,0,0,"Nodo 3 - Pies inventariados",5.58,2.17,15.05,"19_1051_14","IFN3","19_1051",14,12,10,31.83,20.9,7.7,343.07,7.44,65.66,36.84,0.48,3.27,4.01,4.94,124.01,81.69,42.32,0,0,69.19,111.3,60.81,5.34,14.9,22.34,103.4,"Nodo 1 - Pies mayores",5.85,2.2
"46","19_1051_11","IFN2","19_1051",31.69,20.51,8.29,330.37,15.04,64.43,40.42,0.44,3.14,4.68,5.6,128.52,84.7,43.83,0,0,68.15,117.83,61.17,5.03,14.27,21.19,101.65,0,0,0,"Nodo 3 - Pies inventariados",5.56,2.29,14.95,"19_1051_16","IFN3","19_1051",16,14,11,31.83,19.7,7.7,304.81,8.54,61.89,39.09,0.48,3.08,4.03,4.96,110.64,72.58,38.07,0,0,61.73,99.3,53.67,4.43,12.99,18.93,90.02,"Nodo 1 - Pies mayores",4.75,1.7
"47","19_1051_12","IFN2","19_1051",14.14,29.7,9.06,692.79,0,93.31,30.49,0.47,4.59,4.82,5.9,286.15,193.99,92.16,0,0,196.47,265.52,141.35,16.1,33.68,59.84,250.97,0,0,0,"Nodo 3 - Pies inventariados",5.95,2.06,23.75,"19_1051_17","IFN3","19_1051",17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"48","19_1051_13","IFN2","19_1051",31.64,19.5,7.72,298.6,18.06,61.26,39.61,0.43,2.99,4.39,5.23,108.79,71.31,37.47,0,0,60.57,97.83,52.61,4.29,12.69,18.39,87.98,0,0,0,"Nodo 3 - Pies inventariados",5.5,2.22,14,"19_1051_18","IFN3","19_1051",18,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"49","19_1051_14","IFN2","19_1051",31.79,25.11,8.08,495.13,3.68,78.88,32.16,0.47,3.9,4.32,5.25,185.07,123.64,61.43,0,0,99.95,169.71,92.32,9.5,22.81,37.36,161.99,0,0,0,"Nodo 3 - Pies inventariados",5.81,2.08,19.3,"19_1051_19","IFN3","19_1051",19,15,14,14.15,23.35,7.9,428.22,4.52,73.36,33.83,0.49,3.66,4.06,5.03,157.47,104.61,52.86,0,0,86.37,140.93,78.11,7.56,19.28,30.48,135.43,"Nodo 1 - Pies mayores",4.05,1.9
"50","19_1051_15","IFN2","19_1051",31.74,22.27,8.21,389.62,9.35,69.97,36.85,0.45,3.44,4.51,5.44,149.22,98.89,50.33,0,0,79.68,136.69,72.37,6.52,17.28,26.7,122.87,0,0,0,"Nodo 3 - Pies inventariados",5.67,2.21,16.6,"19_1051_20","IFN3","19_1051",20,16,15,31.83,19.4,7,295.59,9.51,60.95,36.08,0.48,3.04,3.64,4.47,97.87,63.99,33.89,0,0,0,85.23,48.98,4.23,12.54,18.13,83.87,"Nodo 1 - Pies mayores",2.8,1
"51","19_1051_16","IFN2","19_1051",31.72,21.69,8.24,369.56,10.59,68.15,37.98,0.45,3.34,4.56,5.49,142.33,94.15,48.18,0,0,75.83,130.78,68.6,6,16.25,24.8,115.64,0,0,0,"Nodo 3 - Pies inventariados",5.64,2.24,16.05,"19_1051_21","IFN3","19_1051",21,17,16,31.83,21.2,6.8,352.99,6.32,66.6,32.08,0.49,3.34,3.47,4.29,112.9,74.23,38.67,0,0,68.39,99.46,58.04,5.58,15.41,23.25,102.28,"Nodo 1 - Pies mayores",5.15,0.8
"52","19_1051_17","IFN2","19_1051",31.67,20.02,8.94,314.87,16.09,62.9,44.66,0.43,3.05,5.12,6.11,132.12,87.07,45.05,0,0,66.39,119.75,60.92,4.67,13.49,19.81,98.89,0,0,0,"Nodo 3 - Pies inventariados",5.52,2.44,14.5,"19_1051_22","IFN3","19_1051",22,18,17,31.83,19.2,8,289.53,11.38,60.32,41.67,0.47,2.98,4.26,5.22,109.29,71.63,37.67,0,0,59.42,97.28,52.04,4.09,12.24,17.61,85.98,"Nodo 1 - Pies mayores",4.7,1.5
"53","19_1051_18","IFN2","19_1051",31.66,19.83,7.08,308.82,17.08,62.3,35.71,0.44,3.06,3.97,4.74,103.24,67.62,35.62,0,0,0,93.92,51.66,4.53,13.19,19.28,88.66,0,0,0,"Nodo 3 - Pies inventariados",5.53,2.08,14.3,"19_1051_23","IFN3","19_1051",23,19,18,31.83,18.95,5.6,282.04,13.21,59.53,29.55,0.48,3,2.91,3.55,75.23,48.84,26.39,0,0,0,64.52,40.6,3.93,11.88,16.97,73.38,"Nodo 1 - Pies mayores",4.65,0.6
"54","19_1051_2","IFN2","19_1051",31.75,22.81,8.19,408.63,6.8,71.66,35.91,0.46,3.53,4.45,5.39,155.95,103.52,52.43,0,0,83.47,143.66,76.02,7.03,18.26,28.55,129.85,0,0,0,"Nodo 3 - Pies inventariados",5.71,2.19,17.1,"19_1051_2","IFN3","19_1051",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
